Cycle,Value
24799,101001100
24800,010111000
24801,101110001
24802,011100010
24803,111000101
24804,110001011
24805,100010111
24806,000001110
24807,000011100
24808,000111001
24809,001110011
24810,011100111
24811,111001110
24812,110111100
24813,101111000
24814,011110000
24815,111100000
24816,111000001
24817,110000011
24818,100100111
24819,001001111
24820,010011110
24821,100111101
24822,001111010
24823,011110101
24824,111001010
24825,110010101
24826,100101010
24827,001010100
24828,010101001
24829,101010010
24830,010000100
24831,100001000
24832,000010001
24833,000100011
24834,001000110
24835,010001100
24836,100111001
24837,001110010
24838,011100101
24839,111001011
24840,110010111
24841,100101110
24842,001111101
24843,011111011
24844,111110111
24845,111101110
24846,111011101
24847,110111010
24848,101010101
24849,010101010
24850,101010100
24851,010101001
24852,101010010
24853,010100100
24854,101101000
24855,011010001
24856,110100011
24857,101000111
24858,010001111
24859,100011110
24860,000011101
24861,000111011
24862,001110111
24863,011101110
24864,111011100
24865,110111000
24866,101010000
24867,010100000
24868,101000000
24869,010000001
24870,100000010
24871,000000101
24872,000101011
24873,001010110
24874,010101101
24875,101011011
24876,010110110
24877,101101101
24878,011111011
24879,111110111
24880,111101110
24881,111011101
24882,110111010
24883,101110100
24884,011001001
24885,110010010
24886,100100100
24887,001001000
24888,010010000
24889,100100001
24890,001100011
24891,011000110
24892,110001100
24893,100011001
24894,000110010
24895,001100101
24896,011101011
24897,111010110
24898,110101100
24899,101011000
24900,010110000
24901,101100001
24902,011100011
24903,111000110
24904,110001101
24905,100011011
24906,000110110
24907,001101101
24908,011111011
24909,111110111
24910,111101110
24911,111011100
24912,110111000
24913,101110000
24914,011000000
24915,110000000
24916,100000001
24917,000000011
24918,000000110
24919,000001100
24920,000111001
24921,001110011
24922,011100111
24923,111001111
24924,110011111
24925,100111110
24926,001011100
24927,010111001
24928,101110011
24929,011100110
24930,111001100
24931,110011001
24932,100010011
24933,000100110
24934,001001100
24935,010011001
24936,100110011
24937,001100110
24938,011101100
24939,111011000
24940,110110000
24941,101100000
24942,011000001
24943,110000010
24944,100100100
24945,001001001
24946,010010010
24947,100100100
24948,001001001
24949,010010010
24950,100000101
24951,000001011
24952,000010110
24953,000101101
24954,001011010
24955,010110101
24956,101001010
24957,010010101
24958,100101011
24959,001010110
24960,010101101
24961,101011010
24962,010010100
24963,100101001
24964,001010011
24965,010100111
24966,101001110
24967,010011101
24968,100011010
24969,000110100
24970,001101001
24971,011010011
24972,110100111
24973,101001111
24974,010111111
24975,101111111
24976,011111110
24977,111111101
24978,111111010
24979,111110100
24980,111001001
24981,110010011
24982,100100110
24983,001001100
24984,010011000
24985,100110001
24986,001000010
24987,010000100
24988,100001000
24989,000010001
24990,000100011
24991,001000110
24992,010101101
24993,101011010
24994,010110100
24995,101101000
24996,011010001
24997,110100011
24998,101100111
24999,011001111
25000,110011110
25001,100111100
25002,001111000
25003,011110001
25004,111000010
25005,110000101
25006,100001011
25007,000010110
25008,000101101
25009,001011010
25010,010010101
25011,100101011
25012,001010111
25013,010101111
25014,101011110
25015,010111100
25016,101011000
25017,010110000
25018,101100001
25019,011000010
25020,110000100
25021,100001001
25022,000110011
25023,001100111
25024,011001110
25025,110011100
25026,100111000
25027,001110000
25028,011000000
25029,110000000
25030,100000001
25031,000000010
25032,000000100
25033,000001000
25034,000110000
25035,001100001
25036,011000010
25037,110000100
25038,100001001
25039,000010011
25040,000000110
25041,000001100
25042,000011000
25043,000110000
25044,001100001
25045,011000010
25046,110100100
25047,101001001
25048,010010011
25049,100100111
25050,001001111
25051,010011110
25052,100011100
25053,000111000
25054,001110001
25055,011100010
25056,111000100
25057,110001001
25058,100110011
25059,001100110
25060,011001100
25061,110011000
25062,100110000
25063,001100000
25064,011100001
25065,111000010
25066,110000101
25067,100001010
25068,000010101
25069,000101011
25070,001110110
25071,011101101
25072,111011010
25073,110110100
25074,101101000
25075,011010001
25076,110000010
25077,100000101
25078,000001011
25079,000010111
25080,000101111
25081,001011110
25082,010011101
25083,100111011
25084,001110110
25085,011101101
25086,111011010
25087,110110100
25088,101001001
25089,010010011
25090,100100111
25091,001001110
25092,010011100
25093,100111001
25094,001010010
25095,010100101
25096,101001010
25097,010010101
25098,100101011
25099,001010111
25100,010001110
25101,100011100
25102,000111000
25103,001110000
25104,011100001
25105,111000010
25106,110100101
25107,101001011
25108,010010111
25109,100101111
25110,001011111
25111,010111111
25112,101011110
25113,010111100
25114,101111001
25115,011110011
25116,111100111
25117,111001111
25118,110111111
25119,101111110
25120,011111100
25121,111111001
25122,111110010
25123,111100100
25124,111101000
25125,111010001
25126,110100010
25127,101000100
25128,010001001
25129,100010010
25130,000000100
25131,000001000
25132,000010000
25133,000100001
25134,001000010
25135,010000100
25136,100101001
25137,001010011
25138,010100111
25139,101001111
25140,010011111
25141,100111111
25142,001011110
25143,010111101
25144,101111011
25145,011110110
25146,111101101
25147,111011011
25148,110010111
25149,100101110
25150,001011101
25151,010111010
25152,101110101
25153,011101010
25154,111110100
25155,111101000
25156,111010001
25157,110100010
25158,101000101
25159,010001011
25160,100110111
25161,001101110
25162,011011100
25163,110111000
25164,101110000
25165,011100000
25166,111100000
25167,111000001
25168,110000011
25169,100000111
25170,000001111
25171,000011110
25172,000011100
25173,000111001
25174,001110011
25175,011100110
25176,111001100
25177,110011001
25178,100010010
25179,000100100
25180,001001000
25181,010010000
25182,100100001
25183,001000011
25184,010100111
25185,101001110
25186,010011101
25187,100111010
25188,001110100
25189,011101001
25190,111110010
25191,111100100
25192,111001001
25193,110010011
25194,100100110
25195,001001101
25196,010111011
25197,101110111
25198,011101110
25199,111011101
25200,110111010
25201,101110100
25202,011001000
25203,110010000
25204,100100000
25205,001000001
25206,010000010
25207,100000100
25208,000101000
25209,001010000
25210,010100001
25211,101000011
25212,010000111
25213,100001110
25214,000111101
25215,001111011
25216,011110111
25217,111101111
25218,111011111
25219,110111110
25220,101011101
25221,010111010
25222,101110101
25223,011101011
25224,111010110
25225,110101100
25226,101111001
25227,011110010
25228,111100101
25229,111001011
25230,110010111
25231,100101110
25232,001111100
25233,011111001
25234,111110011
25235,111100111
25236,111001111
25237,110011111
25238,100011110
25239,000111100
25240,001111001
25241,011110011
25242,111100111
25243,111001111
25244,110111110
25245,101111100
25246,011111000
25247,111110000
25248,111100000
25249,111000001
25250,110100011
25251,101000111
25252,010001111
25253,100011110
25254,000111100
25255,001111001
25256,011010010
25257,110100101
25258,101001011
25259,010010110
25260,100101101
25261,001011011
25262,010010111
25263,100101111
25264,001011111
25265,010111111
25266,101111111
25267,011111110
25268,111011100
25269,110111000
25270,101110000
25271,011100001
25272,111000010
25273,110000101
25274,100101011
25275,001010111
25276,010101111
25277,101011110
25278,010111100
25279,101111001
25280,011010011
25281,110100111
25282,101001111
25283,010011110
25284,100111101
25285,001111010
25286,011010101
25287,110101011
25288,101010111
25289,010101110
25290,101011100
25291,010111000
25292,101010000
25293,010100000
25294,101000000
25295,010000000
25296,100000000
25297,000000001
25298,000100010
25299,001000100
25300,010001000
25301,100010000
25302,000100000
25303,001000000
25304,010100001
25305,101000010
25306,010000101
25307,100001011
25308,000010111
25309,000101111
25310,001111110
25311,011111101
25312,111111011
25313,111110110
25314,111101100
25315,111011001
25316,110010011
25317,100100110
25318,001001101
25319,010011011
25320,100110111
25321,001101110
25322,011111100
25323,111111001
25324,111110010
25325,111100100
25326,111001001
25327,110010011
25328,100000111
25329,000001111
25330,000011110
25331,000111100
25332,001111001
25333,011110011
25334,111000111
25335,110001111
25336,100011111
25337,000111110
25338,001111101
25339,011111011
25340,111010110
25341,110101100
25342,101011001
25343,010110011
25344,101100111
25345,011001111
25346,110111110
25347,101111100
25348,011111000
25349,111110001
25350,111100010
25351,111000101
25352,110101010
25353,101010101
25354,010101010
25355,101010101
25356,010101010
25357,101010100
25358,010001000
25359,100010000
25360,000100000
25361,001000000
25362,010000000
25363,100000000
25364,000100000
25365,001000000
25366,010000000
25367,100000001
25368,000000011
25369,000000110
25370,000101100
25371,001011000
25372,010110001
25373,101100011
25374,011000111
25375,110001110
25376,100111100
25377,001111000
25378,011110001
25379,111100010
25380,111000101
25381,110001011
25382,100110111
25383,001101110
25384,011011100
25385,110111001
25386,101110010
25387,011100100
25388,111101001
25389,111010011
25390,110100110
25391,101001100
25392,010011001
25393,100110011
25394,001000110
25395,010001100
25396,100011000
25397,000110000
25398,001100001
25399,011000010
25400,110100101
25401,101001011
25402,010010111
25403,100101110
25404,001011101
25405,010111011
25406,101010111
25407,010101110
25408,101011100
25409,010111000
25410,101110001
25411,011100010
25412,111100101
25413,111001011
25414,110010111
25415,100101111
25416,001011111
25417,010111111
25418,101011111
25419,010111110
25420,101111101
25421,011111010
25422,111110101
25423,111101010
25424,111110100
25425,111101000
25426,111010001
25427,110100011
25428,101000111
25429,010001111
25430,100111110
25431,001111100
25432,011111001
25433,111110011
25434,111100110
25435,111001101
25436,110111010
25437,101110100
25438,011101000
25439,111010001
25440,110100010
25441,101000101
25442,010101011
25443,101010110
25444,010101100
25445,101011000
25446,010110000
25447,101100001
25448,011100010
25449,111000100
25450,110001001
25451,100010010
25452,000100100
25453,001001000
25454,010110000
25455,101100001
25456,011000011
25457,110000110
25458,100001101
25459,000011011
25460,000010110
25461,000101101
25462,001011010
25463,010110100
25464,101101001
25465,011010011
25466,110000111
25467,100001111
25468,000011111
25469,000111111
25470,001111111
25471,011111111
25472,111011110
25473,110111100
25474,101111000
25475,011110001
25476,111100011
25477,111000111
25478,110101111
25479,101011111
25480,010111110
25481,101111101
25482,011111010
25483,111110101
25484,111001011
25485,110010111
25486,100101110
25487,001011100
25488,010111001
25489,101110011
25490,011000110
25491,110001100
25492,100011001
25493,000110010
25494,001100101
25495,011001010
25496,110110101
25497,101101010
25498,011010101
25499,110101010
25500,101010101
25501,010101010
25502,101110100
25503,011101000
25504,111010000
25505,110100000
25506,101000001
25507,010000011
25508,100100111
25509,001001111
25510,010011110
25511,100111100
25512,001111000
25513,011110001
25514,111000011
25515,110000111
25516,100001111
25517,000011111
25518,000111111
25519,001111111
25520,011011110
25521,110111101
25522,101111010
25523,011110101
25524,111101011
25525,111010111
25526,110001110
25527,100011101
25528,000111010
25529,001110101
25530,011101011
25531,111010110
25532,110001101
25533,100011011
25534,000110110
25535,001101100
25536,011011000
25537,110110001
25538,101000010
25539,010000101
25540,100001010
25541,000010101
25542,000101011
25543,001010110
25544,010001100
25545,100011000
25546,000110000
25547,001100000
25548,011000000
25549,110000000
25550,100100001
25551,001000011
25552,010000110
25553,100001100
25554,000011001
25555,000110011
25556,001000110
25557,010001100
25558,100011000
25559,000110001
25560,001100011
25561,011000110
25562,110101100
25563,101011001
25564,010110010
25565,101100101
25566,011001011
25567,110010110
25568,100001101
25569,000011011
25570,000110111
25571,001101110
25572,011011100
25573,110111001
25574,101010010
25575,010100100
25576,101001000
25577,010010001
25578,100100011
25579,001000111
25580,010101111
25581,101011110
25582,010111100
25583,101111000
25584,011110000
25585,111100001
25586,111100011
25587,111000111
25588,110001111
25589,100011111
25590,000111110
25591,001111101
25592,011011010
25593,110110101
25594,101101010
25595,011010100
25596,110101001
25597,101010011
25598,010000110
25599,100001100
25600,000011001
25601,000110011
25602,001100111
25603,011001110
25604,110111101
25605,101111010
25606,011110100
25607,111101000
25608,111010001
25609,110100010
25610,101100101
25611,011001011
25612,110010110
25613,100101100
25614,001011001
25615,010110011
25616,101000110
25617,010001101
25618,100011010
25619,000110101
25620,001101011
25621,011010110
25622,110001101
25623,100011011
25624,000110110
25625,001101101
25626,011011010
25627,110110101
25628,101001011
25629,010010111
25630,100101111
25631,001011110
25632,010111101
25633,101111011
25634,011010110
25635,110101101
25636,101011011
25637,010110110
25638,101101101
25639,011011011
25640,110010110
25641,100101100
25642,001011001
25643,010110010
25644,101100101
25645,011001011
25646,110110110
25647,101101100
25648,011011001
25649,110110011
25650,101100110
25651,011001101
25652,110111011
25653,101110110
25654,011101100
25655,111011001
25656,110110010
25657,101100100
25658,011101001
25659,111010010
25660,110100100
25661,101001001
25662,010010011
25663,100100111
25664,001101110
25665,011011100
25666,110111001
25667,101110011
25668,011100110
25669,111001100
25670,110111001
25671,101110010
25672,011100100
25673,111001000
25674,110010001
25675,100100010
25676,001100100
25677,011001000
25678,110010000
25679,100100001
25680,001000011
25681,010000110
25682,100101100
25683,001011001
25684,010110011
25685,101100111
25686,011001111
25687,110011110
25688,100011101
25689,000111010
25690,001110101
25691,011101010
25692,111010100
25693,110101000
25694,101110001
25695,011100010
25696,111000100
25697,110001001
25698,100010011
25699,000100110
25700,001101101
25701,011011010
25702,110110101
25703,101101011
25704,011010111
25705,110101111
25706,101111111
25707,011111110
25708,111111101
25709,111111010
25710,111110100
25711,111101000
25712,111110000
25713,111100000
25714,111000001
25715,110000010
25716,100000101
25717,000001011
25718,000110110
25719,001101101
25720,011011010
25721,110110101
25722,101101010
25723,011010101
25724,110001010
25725,100010101
25726,000101010
25727,001010101
25728,010101011
25729,101010110
25730,010001100
25731,100011000
25732,000110000
25733,001100001
25734,011000010
25735,110000100
25736,100101000
25737,001010001
25738,010100011
25739,101000111
25740,010001111
25741,100011110
25742,000011100
25743,000111001
25744,001110011
25745,011100111
25746,111001110
25747,110011101
25748,100011011
25749,000110110
25750,001101101
25751,011011011
25752,110110111
25753,101101110
25754,011111101
25755,111111011
25756,111110110
25757,111101100
25758,111011001
25759,110110010
25760,101000101
25761,010001011
25762,100010110
25763,000101101
25764,001011010
25765,010110101
25766,101001011
25767,010010111
25768,100101111
25769,001011111
25770,010111111
25771,101111111
25772,011011111
25773,110111111
25774,101111110
25775,011111101
25776,111111011
25777,111110110
25778,111001100
25779,110011001
25780,100110010
25781,001100100
25782,011001000
25783,110010000
25784,100000001
25785,000000011
25786,000000110
25787,000001101
25788,000011010
25789,000110101
25790,001001011
25791,010010110
25792,100101101
25793,001011011
25794,010110111
25795,101101111
25796,011111110
25797,111111101
25798,111111010
25799,111110101
25800,111101010
25801,111010101
25802,110001010
25803,100010101
25804,000101010
25805,001010100
25806,010101001
25807,101010010
25808,010000101
25809,100001010
25810,000010101
25811,000101010
25812,001010100
25813,010101001
25814,101110010
25815,011100100
25816,111001000
25817,110010001
25818,100100010
25819,001000101
25820,010101011
25821,101010110
25822,010101100
25823,101011001
25824,010110010
25825,101100101
25826,011101011
25827,111010110
25828,110101100
25829,101011001
25830,010110010
25831,101100101
25832,011101010
25833,111010100
25834,110101000
25835,101010000
25836,010100000
25837,101000000
25838,010100001
25839,101000010
25840,010000101
25841,100001010
25842,000010101
25843,000101011
25844,001110111
25845,011101111
25846,111011110
25847,110111101
25848,101111010
25849,011110100
25850,111001001
25851,110010011
25852,100100110
25853,001001101
25854,010011010
25855,100110101
25856,001001011
25857,010010110
25858,100101101
25859,001011010
25860,010110101
25861,101101011
25862,011110111
25863,111101111
25864,111011111
25865,110111110
25866,101111100
25867,011111000
25868,111010000
25869,110100000
25870,101000001
25871,010000010
25872,100000100
25873,000001001
25874,000110010
25875,001100101
25876,011001010
25877,110010100
25878,100101000
25879,001010001
25880,010000010
25881,100000100
25882,000001001
25883,000010011
25884,000100111
25885,001001110
25886,010111100
25887,101111001
25888,011110010
25889,111100101
25890,111001011
25891,110010111
25892,100001111
25893,000011111
25894,000111111
25895,001111110
25896,011111101
25897,111111011
25898,111010110
25899,110101100
25900,101011001
25901,010110010
25902,101100101
25903,011001011
25904,110110111
25905,101101110
25906,011011101
25907,110111010
25908,101110100
25909,011101000
25910,111110000
25911,111100000
25912,111000001
25913,110000011
25914,100000111
25915,000001111
25916,000111111
25917,001111111
25918,011111111
25919,111111110
25920,111111100
25921,111111000
25922,111010000
25923,110100000
25924,101000001
25925,010000011
25926,100000110
25927,000001101
25928,000111011
25929,001110111
25930,011101111
25931,111011111
25932,110111110
25933,101111100
25934,011011000
25935,110110001
25936,101100010
25937,011000101
25938,110001010
25939,100010101
25940,000001011
25941,000010110
25942,000101101
25943,001011011
25944,010110111
25945,101101111
25946,011111111
25947,111111111
25948,111111110
25949,111111100
25950,111111000
25951,111110000
25952,111000001
25953,110000011
25954,100000111
25955,000001110
25956,000011100
25957,000111001
25958,001010011
25959,010100111
25960,101001110
25961,010011101
25962,100111011
25963,001110110
25964,011001100
25965,110011000
25966,100110000
25967,001100001
25968,011000010
25969,110000100
25970,100101001
25971,001010011
25972,010100111
25973,101001110
25974,010011101
25975,100111011
25976,001010111
25977,010101111
25978,101011110
25979,010111101
25980,101111011
25981,011110110
25982,111001101
25983,110011011
25984,100110110
25985,001101100
25986,011011000
25987,110110001
25988,101000011
25989,010000111
25990,100001110
25991,000011100
25992,000111001
25993,001110011
25994,011000111
25995,110001110
25996,100011101
25997,000111010
25998,001110101
25999,011101011
26000,111110111
26001,111101110
26002,111011101
26003,110111011
26004,101110110
26005,011101100
26006,111111000
26007,111110000
26008,111100000
26009,111000001
26010,110000011
26011,100000111
26012,000101110
26013,001011100
26014,010111001
26015,101110010
26016,011100100
26017,111001000
26018,110110001
26019,101100010
26020,011000101
26021,110001010
26022,100010101
26023,000101010
26024,001110101
26025,011101011
26026,111010110
26027,110101101
26028,101011011
26029,010110110
26030,101001101
26031,010011011
26032,100110111
26033,001101110
26034,011011100
26035,110111001
26036,101010011
26037,010100110
26038,101001100
26039,010011000
26040,100110001
26041,001100010
26042,011100100
26043,111001000
26044,110010001
26045,100100010
26046,001000101
26047,010001010
26048,100110101
26049,001101010
26050,011010100
26051,110101000
26052,101010001
26053,010100010
26054,101100100
26055,011001001
26056,110010010
26057,100100100
26058,001001001
26059,010010010
26060,100000100
26061,000001001
26062,000010010
26063,000100100
26064,001001000
26065,010010000
26066,100000001
26067,000000011
26068,000000110
26069,000001100
26070,000011000
26071,000110001
26072,001000010
26073,010000100
26074,100001000
26075,000010000
26076,000100001
26077,001000010
26078,010100100
26079,101001000
26080,010010001
26081,100100011
26082,001000111
26083,010001110
26084,100111101
26085,001111010
26086,011110101
26087,111101010
26088,111010101
26089,110101010
26090,101110101
26091,011101010
26092,111010100
26093,110101000
26094,101010001
26095,010100010
26096,101100101
26097,011001011
26098,110010110
26099,100101101
26100,001011011
26101,010110111
26102,101001111
26103,010011111
26104,100111111
26105,001111110
26106,011111101
26107,111111011
26108,111010111
26109,110101110
26110,101011101
26111,010111011
26112,101110111
26113,011101110
26114,111111100
26115,111111000
26116,111110000
26117,111100000
26118,111000001
26119,110000011
26120,100100110
26121,001001101
26122,010011010
26123,100110100
26124,001101000
26125,011010000
26126,110000001
26127,100000011
26128,000000111
26129,000001110
26130,000011100
26131,000111001
26132,001010010
26133,010100101
26134,101001010
26135,010010100
26136,100101001
26137,001010011
26138,010000111
26139,100001110
26140,000011101
26141,000111011
26142,001110111
26143,011101111
26144,111111111
26145,111111110
26146,111111100
26147,111111001
26148,111110010
26149,111100100
26150,111101001
26151,111010011
26152,110100110
26153,101001101
26154,010011011
26155,100110111
26156,001001111
26157,010011110
26158,100111101
26159,001111011
26160,011110111
26161,111101111
26162,111111111
26163,111111110
26164,111111100
26165,111111000
26166,111110000
26167,111100000
26168,111100000
26169,111000001
26170,110000011
26171,100000110
26172,000001101
26173,000011010
26174,000010101
26175,000101011
26176,001010110
26177,010101101
26178,101011010
26179,010110100
26180,101001000
26181,010010001
26182,100100011
26183,001000110
26184,010001100
26185,100011000
26186,000010000
26187,000100001
26188,001000010
26189,010000100
26190,100001000
26191,000010001
26192,000000010
26193,000000100
26194,000001000
26195,000010001
26196,000100011
26197,001000110
26198,010101100
26199,101011000
26200,010110000
26201,101100001
26202,011000011
26203,110000110
26204,100101100
26205,001011001
26206,010110011
26207,101100110
26208,011001101
26209,110011010
26210,100010100
26211,000101000
26212,001010000
26213,010100001
26214,101000010
26215,010000101
26216,100101011
26217,001010111
26218,010101111
26219,101011111
26220,010111110
26221,101111101
26222,011011010
26223,110110101
26224,101101010
26225,011010101
26226,110101011
26227,101010111
26228,010001111
26229,100011110
26230,000111100
26231,001111000
26232,011110001
26233,111100011
26234,111100111
26235,111001111
26236,110011111
26237,100111110
26238,001111100
26239,011111001
26240,111010010
26241,110100100
26242,101001001
26243,010010010
26244,100100101
26245,001001011
26246,010110110
26247,101101101
26248,011011011
26249,110110111
26250,101101110
26251,011011101
26252,110011010
26253,100110100
26254,001101000
26255,011010001
26256,110100011
26257,101000111
26258,010101111
26259,101011110
26260,010111100
26261,101111001
26262,011110010
26263,111100101
26264,111101010
26265,111010101
26266,110101010
26267,101010100
26268,010101000
26269,101010000
26270,010000000
26271,100000000
26272,000000001
26273,000000010
26274,000000100
26275,000001000
26276,000110001
26277,001100011
26278,011000110
26279,110001101
26280,100011011
26281,000110110
26282,001001101
26283,010011010
26284,100110101
26285,001101010
26286,011010100
26287,110101001
26288,101110010
26289,011100100
26290,111001000
26291,110010000
26292,100100000
26293,001000001
26294,010100010
26295,101000100
26296,010001001
26297,100010010
26298,000100100
26299,001001000
26300,010110001
26301,101100011
26302,011000111
26303,110001111
26304,100011111
26305,000111110
26306,001011101
26307,010111011
26308,101110111
26309,011101110
26310,111011100
26311,110111000
26312,101010001
26313,010100010
26314,101000100
26315,010001000
26316,100010000
26317,000100000
26318,001100000
26319,011000000
26320,110000000
26321,100000001
26322,000000011
26323,000000110
26324,000101101
26325,001011010
26326,010110101
26327,101101010
26328,011010101
26329,110101011
26330,101110111
26331,011101110
26332,111011100
26333,110111000
26334,101110000
26335,011100000
26336,111100001
26337,111000011
26338,110000111
26339,100001110
26340,000011101
26341,000111011
26342,001010111
26343,010101111
26344,101011110
26345,010111100
26346,101111001
26347,011110010
26348,111000100
26349,110001001
26350,100010011
26351,000100111
26352,001001110
26353,010011100
26354,100011001
26355,000110010
26356,001100101
26357,011001010
26358,110010100
26359,100101000
26360,001110000
26361,011100001
26362,111000010
26363,110000100
26364,100001001
26365,000010011
26366,000000111
26367,000001110
26368,000011100
26369,000111001
26370,001110011
26371,011100111
26372,111101111
26373,111011111
26374,110111110
26375,101111101
26376,011111010
26377,111110101
26378,111001010
26379,110010101
26380,100101010
26381,001010101
26382,010101011
26383,101010110
26384,010001101
26385,100011010
26386,000110100
26387,001101000
26388,011010000
26389,110100001
26390,101100011
26391,011000111
26392,110001110
26393,100011101
26394,000111010
26395,001110101
26396,011001010
26397,110010100
26398,100101000
26399,001010000
26400,010100001
26401,101000010
26402,010100101
26403,101001010
26404,010010101
26405,100101011
26406,001010111
26407,010101111
26408,101111111
26409,011111110
26410,111111101
26411,111111011
26412,111110110
26413,111101100
26414,111111001
26415,111110010
26416,111100100
26417,111001001
26418,110010011
26419,100100110
26420,001101100
26421,011011000
26422,110110001
26423,101100011
26424,011000111
26425,110001110
26426,100111101
26427,001111010
26428,011110101
26429,111101011
26430,111010111
26431,110101110
26432,101111100
26433,011111000
26434,111110001
26435,111100011
26436,111000111
26437,110001111
26438,100111111
26439,001111110
26440,011111101
26441,111111011
26442,111110110
26443,111101100
26444,111111000
26445,111110000
26446,111100000
26447,111000000
26448,110000001
26449,100000011
26450,000100111
26451,001001110
26452,010011100
26453,100111001
26454,001110010
26455,011100101
26456,111101011
26457,111010111
26458,110101110
26459,101011100
26460,010111000
26461,101110001
26462,011000010
26463,110000100
26464,100001001
26465,000010011
26466,000100111
26467,001001110
26468,010111101
26469,101111011
26470,011110110
26471,111101100
26472,111011001
26473,110110010
26474,101000100
26475,010001001
26476,100010010
26477,000100100
26478,001001000
26479,010010000
26480,100000000
26481,000000001
26482,000000010
26483,000000101
26484,000001010
26485,000010100
26486,000001001
26487,000010010
26488,000100101
26489,001001010
26490,010010100
26491,100101001
26492,001110010
26493,011100101
26494,111001010
26495,110010100
26496,100101000
26497,001010001
26498,010000011
26499,100000110
26500,000001101
26501,000011010
26502,000110101
26503,001101011
26504,011110111
26505,111101111
26506,111011111
26507,110111111
26508,101111110
26509,011111100
26510,111011001
26511,110110010
26512,101100100
26513,011001001
26514,110010010
26515,100100100
26516,001101000
26517,011010000
26518,110100001
26519,101000010
26520,010000101
26521,100001010
26522,000110101
26523,001101011
26524,011010110
26525,110101101
26526,101011011
26527,010110110
26528,101001100
26529,010011001
26530,100110011
26531,001100111
26532,011001110
26533,110011100
26534,100011000
26535,000110000
26536,001100001
26537,011000010
26538,110000100
26539,100001001
26540,000110010
26541,001100101
26542,011001010
26543,110010101
26544,100101010
26545,001010101
26546,010001011
26547,100010110
26548,000101100
26549,001011000
26550,010110001
26551,101100011
26552,011100110
26553,111001100
26554,110011001
26555,100110011
26556,001100110
26557,011001100
26558,110111000
26559,101110000
26560,011100000
26561,111000000
26562,110000001
26563,100000011
26564,000100110
26565,001001100
26566,010011000
26567,100110000
26568,001100000
26569,011000000
26570,110100000
26571,101000001
26572,010000011
26573,100000110
26574,000001101
26575,000011010
26576,000010100
26577,000101001
26578,001010010
26579,010100100
26580,101001000
26581,010010001
26582,100000011
26583,000000111
26584,000001110
26585,000011100
26586,000111001
26587,001110011
26588,011000110
26589,110001100
26590,100011001
26591,000110011
26592,001100111
26593,011001110
26594,110111100
26595,101111000
26596,011110000
26597,111100001
26598,111000011
26599,110000111
26600,100101110
26601,001011101
26602,010111011
26603,101110110
26604,011101100
26605,111011000
26606,110010000
26607,100100000
26608,001000001
26609,010000010
26610,100000100
26611,000001001
26612,000110011
26613,001100111
26614,011001110
26615,110011101
26616,100111010
26617,001110100
26618,011001001
26619,110010010
26620,100100100
26621,001001001
26622,010010010
26623,100100101
26624,001101010
26625,011010100
26626,110101001
26627,101010010
26628,010100100
26629,101001000
26630,010110001
26631,101100011
26632,011000111
26633,110001110
26634,100011101
26635,000111010
26636,001010100
26637,010101001
26638,101010010
26639,010100101
26640,101001010
26641,010010101
26642,100001011
26643,000010111
26644,000101111
26645,001011110
26646,010111101
26647,101111011
26648,011010111
26649,110101111
26650,101011111
26651,010111111
26652,101111111
26653,011111110
26654,111011101
26655,110111010
26656,101110100
26657,011101000
26658,111010000
26659,110100000
26660,101100000
26661,011000001
26662,110000010
26663,100000100
26664,000001001
26665,000010010
26666,000000101
26667,000001010
26668,000010100
26669,000101001
26670,001010010
26671,010100101
26672,101101011
26673,011010111
26674,110101111
26675,101011110
26676,010111100
26677,101111001
26678,011010010
26679,110100101
26680,101001011
26681,010010111
26682,100101111
26683,001011111
26684,010011110
26685,100111101
26686,001111010
26687,011110100
26688,111101001
26689,111010011
26690,110000110
26691,100001101
26692,000011011
26693,000110111
26694,001101111
26695,011011110
26696,110011100
26697,100111000
26698,001110000
26699,011100000
26700,111000000
26701,110000001
26702,100100011
26703,001000111
26704,010001110
26705,100011100
26706,000111000
26707,001110001
26708,011000010
26709,110000100
26710,100001001
26711,000010010
26712,000100101
26713,001001010
26714,010110100
26715,101101001
26716,011010011
26717,110100111
26718,101001111
26719,010011111
26720,100011110
26721,000111100
26722,001111001
26723,011110010
26724,111100101
26725,111001011
26726,110110111
26727,101101110
26728,011011101
26729,110111011
26730,101110110
26731,011101100
26732,111111001
26733,111110010
26734,111100100
26735,111001000
26736,110010001
26737,100100010
26738,001100101
26739,011001010
26740,110010100
26741,100101000
26742,001010001
26743,010100011
26744,101100111
26745,011001111
26746,110011110
26747,100111101
26748,001111010
26749,011110101
26750,111001011
26751,110010111
26752,100101110
26753,001011101
26754,010111011
26755,101110111
26756,011001111
26757,110011110
26758,100111100
26759,001111001
26760,011110011
26761,111100111
26762,111101111
26763,111011111
26764,110111110
26765,101111100
26766,011111000
26767,111110001
26768,111000011
26769,110000111
26770,100001111
26771,000011110
26772,000111101
26773,001111011
26774,011010111
26775,110101111
26776,101011111
26777,010111110
26778,101111101
26779,011111010
26780,111010100
26781,110101000
26782,101010001
26783,010100011
26784,101000110
26785,010001101
26786,100111010
26787,001110100
26788,011101001
26789,111010010
26790,110100100
26791,101001001
26792,010110010
26793,101100101
26794,011001011
26795,110010111
26796,100101110
